,rownum,bin,OCCURRED,LAG,DateTime
3220,97133,20.0,08/04/10,0,2010-08-04
3221,97134,152.0,08/04/10,0,2010-08-04
3222,97135,421.0,08/04/10,0,2010-08-04
3223,97136,559.0,08/04/10,0,2010-08-04
3224,97137,152.0,08/04/10,0,2010-08-04
3225,97138,79.0,08/04/10,0,2010-08-04
3226,97139,421.0,08/04/10,0,2010-08-04
3227,97319,68.0,08/03/10,0,2010-08-03
3228,97320,67.0,08/03/10,0,2010-08-03
3229,97321,343.0,08/03/10,0,2010-08-03
3230,97322,340.0,08/03/10,0,2010-08-03
3231,97323,68.0,08/03/10,0,2010-08-03
3232,97324,314.0,08/03/10,0,2010-08-03
3233,97325,65.0,08/03/10,0,2010-08-03
3234,97489,90.0,08/02/10,0,2010-08-02
3235,97490,90.0,08/02/10,0,2010-08-02
3236,97703,138.0,08/01/10,0,2010-08-01
3237,97704,88.0,08/01/10,0,2010-08-01
3238,97770,528.0,08/01/10,0,2010-08-01
3239,97900,447.0,07/31/10,0,2010-07-31
3240,97901,447.0,07/31/10,0,2010-07-31
3241,97902,447.0,07/31/10,0,2010-07-31
3242,98158,92.0,07/30/10,0,2010-07-30
3243,98159,96.0,07/30/10,0,2010-07-30
3244,98160,268.0,07/30/10,0,2010-07-30
3245,98161,448.0,07/30/10,0,2010-07-30
3246,98162,448.0,07/30/10,0,2010-07-30
3247,98163,92.0,07/30/10,0,2010-07-30
3248,98164,451.0,07/30/10,0,2010-07-30
3249,98165,96.0,07/30/10,0,2010-07-30
3250,98166,448.0,07/30/10,0,2010-07-30
3251,98167,96.0,07/30/10,0,2010-07-30
3252,98368,530.0,07/29/10,0,2010-07-29
3253,98369,79.0,07/29/10,0,2010-07-29
3254,98370,79.0,07/29/10,0,2010-07-29
3255,98538,394.0,07/28/10,0,2010-07-28
3256,98539,151.0,07/28/10,0,2010-07-28
3257,98727,51.0,07/27/10,0,2010-07-27
3258,98728,51.0,07/27/10,0,2010-07-27
3259,98729,132.0,07/27/10,0,2010-07-27
3260,98897,93.0,07/26/10,0,2010-07-26
3261,98898,417.0,07/26/10,0,2010-07-26
3262,98899,543.0,07/26/10,0,2010-07-26
3263,98900,67.0,07/26/10,0,2010-07-26
3264,98901,66.0,07/26/10,0,2010-07-26
3265,98902,152.0,07/26/10,0,2010-07-26
3266,98903,67.0,07/26/10,0,2010-07-26
3267,98904,417.0,07/26/10,0,2010-07-26
3268,98905,65.0,07/26/10,0,2010-07-26
3269,99131,293.0,07/25/10,0,2010-07-25
3270,99132,545.0,07/25/10,0,2010-07-25
3271,99133,21.0,07/25/10,0,2010-07-25
3272,99134,21.0,07/25/10,0,2010-07-25
3273,99135,244.0,07/25/10,0,2010-07-25
3274,99136,110.0,07/25/10,1,2010-07-25
3275,99137,494.0,07/25/10,0,2010-07-25
3276,99138,293.0,07/25/10,0,2010-07-25
3277,99373,42.0,07/24/10,0,2010-07-24
3278,99374,421.0,07/24/10,0,2010-07-24
3279,99375,492.0,07/24/10,0,2010-07-24
3280,99620,243.0,07/23/10,0,2010-07-23
3281,99621,418.0,07/23/10,0,2010-07-23
3282,99622,547.0,07/23/10,0,2010-07-23
3283,99623,39.0,07/23/10,0,2010-07-23
3284,99624,93.0,07/23/10,0,2010-07-23
3285,99625,39.0,07/23/10,0,2010-07-23
3286,99626,245.0,07/23/10,0,2010-07-23
3287,99627,529.0,07/23/10,0,2010-07-23
3288,99628,46.0,07/23/10,0,2010-07-23
3289,99629,245.0,07/23/10,0,2010-07-23
3290,99630,529.0,07/23/10,0,2010-07-23
3291,99790,528.0,07/23/10,0,2010-07-23
3292,99831,20.0,07/22/10,0,2010-07-22
3293,99832,67.0,07/22/10,0,2010-07-22
3294,99833,79.0,07/22/10,0,2010-07-22
3295,99834,317.0,07/22/10,0,2010-07-22
3296,99835,559.0,07/22/10,0,2010-07-22
3297,99836,509.0,07/22/10,0,2010-07-22
3298,99837,625.0,07/22/10,0,2010-07-22
3299,100014,68.0,07/21/10,0,2010-07-21
3300,100015,469.0,07/21/10,0,2010-07-21
3301,100016,572.0,07/21/10,0,2010-07-21
3302,100017,343.0,07/21/10,0,2010-07-21
3303,100018,529.0,07/21/10,0,2010-07-21
3304,100019,529.0,07/21/10,0,2010-07-21
3305,100020,20.0,07/21/10,0,2010-07-21
3306,100188,446.0,07/20/10,0,2010-07-20
3307,100357,39.0,07/19/10,0,2010-07-19
3308,100358,39.0,07/19/10,0,2010-07-19
3309,100359,39.0,07/19/10,0,2010-07-19
3310,100360,39.0,07/19/10,0,2010-07-19
3311,100361,220.0,07/19/10,0,2010-07-19
3312,100362,513.0,07/19/10,0,2010-07-19
3313,100363,528.0,07/19/10,0,2010-07-19
3314,100597,68.0,07/18/10,0,2010-07-18
3315,100598,514.0,07/18/10,0,2010-07-18
3316,100789,98.0,07/17/10,0,2010-07-17
3317,100790,98.0,07/17/10,0,2010-07-17
3318,100791,559.0,07/17/10,0,2010-07-17
3319,101014,446.0,07/16/10,0,2010-07-16
3320,101015,51.0,07/16/10,0,2010-07-16
3321,101016,78.0,07/16/10,0,2010-07-16
3322,101017,319.0,07/16/10,0,2010-07-16
3323,101018,132.0,07/16/10,0,2010-07-16
3324,101019,42.0,07/16/10,0,2010-07-16
3325,101241,418.0,07/15/10,0,2010-07-15
3326,101242,338.0,07/15/10,0,2010-07-15
3327,101243,546.0,07/15/10,0,2010-07-15
3328,101244,465.0,07/15/10,0,2010-07-15
3329,101245,465.0,07/15/10,0,2010-07-15
3330,101246,152.0,07/15/10,0,2010-07-15
3331,101247,81.0,07/15/10,0,2010-07-15
3332,101248,528.0,07/15/10,0,2010-07-15
3333,101443,79.0,07/14/10,0,2010-07-14
3334,101444,315.0,07/14/10,0,2010-07-14
3335,101445,493.0,07/14/10,0,2010-07-14
3336,101446,530.0,07/14/10,0,2010-07-14
3337,101447,530.0,07/14/10,0,2010-07-14
3338,101448,530.0,07/14/10,0,2010-07-14
3339,101449,269.0,07/14/10,0,2010-07-14
3340,101450,79.0,07/14/10,0,2010-07-14
3341,101451,79.0,07/14/10,0,2010-07-14
3342,101452,465.0,07/14/10,0,2010-07-14
3343,101627,66.0,07/13/10,0,2010-07-13
3344,101628,55.0,07/13/10,0,2010-07-13
3345,101629,292.0,07/13/10,0,2010-07-13
3346,101630,55.0,07/13/10,0,2010-07-13
3347,101779,275.0,07/13/10,0,2010-07-13
3348,101780,275.0,07/13/10,0,2010-07-13
3349,101806,94.0,07/12/10,0,2010-07-12
3350,101807,399.0,07/12/10,0,2010-07-12
3351,101808,315.0,07/12/10,0,2010-07-12
3352,101809,528.0,07/12/10,0,2010-07-12
3353,102013,528.0,07/11/10,0,2010-07-11
3354,102014,512.0,07/11/10,0,2010-07-11
3355,102015,512.0,07/11/10,0,2010-07-11
3356,102016,154.0,07/11/10,2,2010-07-11
3357,102017,583.0,07/11/10,0,2010-07-11
3358,102216,30.0,07/10/10,0,2010-07-10
3359,102217,530.0,07/10/10,0,2010-07-10
3360,102381,120.0,07/09/10,0,2010-07-09
3361,102382,97.0,07/09/10,0,2010-07-09
3362,102383,533.0,07/09/10,0,2010-07-09
3363,102384,97.0,07/09/10,0,2010-07-09
3364,102385,294.0,07/09/10,0,2010-07-09
3365,102386,294.0,07/09/10,0,2010-07-09
3366,102387,340.0,07/09/10,0,2010-07-09
3367,102388,294.0,07/09/10,0,2010-07-09
3368,102389,422.0,07/09/10,0,2010-07-09
3369,102390,514.0,07/09/10,0,2010-07-09
3370,102391,514.0,07/09/10,0,2010-07-09
3371,102392,120.0,07/09/10,0,2010-07-09
3372,102393,120.0,07/09/10,0,2010-07-09
3373,102394,97.0,07/09/10,0,2010-07-09
3374,102395,120.0,07/09/10,0,2010-07-09
3375,102396,315.0,07/09/10,0,2010-07-09
3376,102397,514.0,07/09/10,0,2010-07-09
3377,102398,315.0,07/09/10,0,2010-07-09
3378,102399,514.0,07/09/10,0,2010-07-09
3379,102566,572.0,07/09/10,0,2010-07-09
3380,102567,572.0,07/09/10,0,2010-07-09
3381,102577,268.0,07/08/10,0,2010-07-08
3382,102578,526.0,07/08/10,0,2010-07-08
3383,102579,469.0,07/08/10,0,2010-07-08
3384,102580,526.0,07/08/10,0,2010-07-08
3385,102581,248.0,07/08/10,0,2010-07-08
3386,102787,79.0,07/07/10,0,2010-07-07
3387,102788,79.0,07/07/10,0,2010-07-07
3388,103112,514.0,07/06/10,0,2010-07-06
3389,103146,510.0,07/05/10,0,2010-07-05
3390,103147,528.0,07/05/10,0,2010-07-05
3391,103148,528.0,07/05/10,0,2010-07-05
3392,103302,491.0,07/04/10,0,2010-07-04
3393,103303,509.0,07/04/10,0,2010-07-04
3394,103304,222.0,07/04/10,0,2010-07-04
3395,103305,68.0,07/04/10,0,2010-07-04
3396,103306,509.0,07/04/10,0,2010-07-04
3397,103307,394.0,07/04/10,0,2010-07-04
3398,103308,509.0,07/04/10,0,2010-07-04
3399,103439,42.0,07/04/10,0,2010-07-04
3400,103470,488.0,07/03/10,0,2010-07-03
3401,103472,29.0,07/03/10,0,2010-07-03
3402,103473,93.0,07/03/10,0,2010-07-03
3403,103474,93.0,07/03/10,0,2010-07-03
3404,103475,471.0,07/03/10,0,2010-07-03
3405,103476,488.0,07/03/10,0,2010-07-03
3406,103477,546.0,07/03/10,0,2010-07-03
3407,103478,93.0,07/03/10,0,2010-07-03
3408,103479,488.0,07/03/10,0,2010-07-03
3409,103480,29.0,07/03/10,0,2010-07-03
3410,103481,492.0,07/03/10,0,2010-07-03
3411,103482,488.0,07/03/10,0,2010-07-03
3412,103627,446.0,07/03/10,0,2010-07-03
3413,103677,80.0,07/02/10,0,2010-07-02
3414,103678,54.0,07/02/10,0,2010-07-02
3415,103679,473.0,07/02/10,0,2010-07-02
3416,103680,510.0,07/02/10,0,2010-07-02
3417,103681,512.0,07/02/10,0,2010-07-02
3418,103682,87.0,07/02/10,0,2010-07-02
3419,103683,97.0,07/02/10,0,2010-07-02
3420,103684,80.0,07/02/10,0,2010-07-02
3421,103685,473.0,07/02/10,0,2010-07-02
3422,103686,290.0,07/02/10,0,2010-07-02
3423,103857,21.0,07/01/10,0,2010-07-01
3424,103858,79.0,07/01/10,0,2010-07-01
3425,103859,81.0,07/01/10,0,2010-07-01
3426,103860,80.0,07/01/10,0,2010-07-01
3427,103861,55.0,07/01/10,0,2010-07-01
3428,103862,290.0,07/01/10,0,2010-07-01
3429,103863,547.0,07/01/10,0,2010-07-01
3430,103864,21.0,07/01/10,0,2010-07-01
3431,103865,21.0,07/01/10,0,2010-07-01
3432,103866,79.0,07/01/10,0,2010-07-01
3433,103867,511.0,07/01/10,0,2010-07-01
3434,103868,90.0,07/01/10,0,2010-07-01
3435,103869,398.0,07/01/10,0,2010-07-01
3436,103870,89.0,07/01/10,0,2010-07-01
3437,103871,198.0,07/01/10,0,2010-07-01
3438,103872,317.0,07/01/10,0,2010-07-01
3439,103873,511.0,07/01/10,0,2010-07-01
