,rownum,bin,OCCURRED,LAG,DateTime
2661,81137,221.0,10/23/10,0,2010-10-23
2662,81328,12.0,10/22/10,0,2010-10-22
2663,81329,421.0,10/22/10,0,2010-10-22
2664,81404,326.0,10/22/10,8,2010-10-22
2665,81443,220.0,10/22/10,0,2010-10-22
2666,81444,220.0,10/22/10,0,2010-10-22
2667,81496,174.0,10/21/10,0,2010-10-21
2668,81497,174.0,10/21/10,0,2010-10-21
2669,81498,508.0,10/21/10,0,2010-10-21
2670,81499,559.0,10/21/10,0,2010-10-21
2671,81500,76.0,10/21/10,0,2010-10-21
2672,81501,121.0,10/21/10,0,2010-10-21
2673,81502,421.0,10/21/10,0,2010-10-21
2674,81503,174.0,10/21/10,0,2010-10-21
2675,81609,568.0,10/21/10,0,2010-10-21
2676,81610,568.0,10/21/10,0,2010-10-21
2677,81677,512.0,10/20/10,0,2010-10-20
2678,81678,68.0,10/20/10,0,2010-10-20
2679,81679,392.0,10/20/10,0,2010-10-20
2680,81680,174.0,10/20/10,0,2010-10-20
2681,81681,108.0,10/20/10,0,2010-10-20
2682,81846,218.0,10/20/10,0,2010-10-20
2683,81847,218.0,10/20/10,0,2010-10-20
2684,81869,294.0,10/19/10,0,2010-10-19
2685,81896,297.0,10/19/10,0,2010-10-19
2686,81897,297.0,10/19/10,0,2010-10-19
2687,82037,63.0,10/19/10,0,2010-10-19
2688,82075,67.0,10/18/10,0,2010-10-18
2689,82076,419.0,10/18/10,0,2010-10-18
2690,82077,12.0,10/18/10,0,2010-10-18
2691,82078,12.0,10/18/10,0,2010-10-18
2692,82263,399.0,10/17/10,0,2010-10-17
2693,82264,511.0,10/17/10,0,2010-10-17
2694,82265,399.0,10/17/10,0,2010-10-17
2695,82266,174.0,10/17/10,0,2010-10-17
2696,82371,337.0,10/17/10,0,2010-10-17
2697,82457,491.0,10/16/10,0,2010-10-16
2698,82458,529.0,10/16/10,0,2010-10-16
2699,82459,547.0,10/16/10,0,2010-10-16
2700,82460,39.0,10/16/10,0,2010-10-16
2701,82461,491.0,10/16/10,0,2010-10-16
2702,82462,445.0,10/16/10,0,2010-10-16
2703,82463,39.0,10/16/10,0,2010-10-16
2704,82657,510.0,10/15/10,0,2010-10-15
2705,82658,511.0,10/15/10,0,2010-10-15
2706,82659,242.0,10/15/10,0,2010-10-15
2707,82660,198.0,10/15/10,0,2010-10-15
2708,82661,445.0,10/15/10,0,2010-10-15
2709,82662,242.0,10/15/10,0,2010-10-15
2710,82799,507.0,10/15/10,0,2010-10-15
2711,82896,445.0,10/14/10,0,2010-10-14
2712,82897,97.0,10/14/10,0,2010-10-14
2713,82898,66.0,10/14/10,0,2010-10-14
2714,82899,514.0,10/14/10,0,2010-10-14
2715,82900,78.0,10/14/10,0,2010-10-14
2716,82901,514.0,10/14/10,0,2010-10-14
2717,83083,220.0,10/13/10,0,2010-10-13
2718,83084,466.0,10/13/10,0,2010-10-13
2719,83085,472.0,10/13/10,0,2010-10-13
2720,83086,92.0,10/13/10,0,2010-10-13
2721,83087,271.0,10/13/10,0,2010-10-13
2722,83491,513.0,10/11/10,0,2010-10-11
2723,83558,528.0,10/11/10,0,2010-10-11
2724,83559,531.0,10/11/10,0,2010-10-11
2725,83560,531.0,10/11/10,0,2010-10-11
2726,83701,105.0,10/11/10,281,2010-10-11
2727,83705,513.0,10/10/10,0,2010-10-10
2728,83706,469.0,10/10/10,0,2010-10-10
2729,83707,65.0,10/10/10,1,2010-10-10
2730,83708,13.0,10/10/10,0,2010-10-10
2731,83709,583.0,10/10/10,0,2010-10-10
2732,83710,13.0,10/10/10,0,2010-10-10
2733,83711,366.0,10/10/10,0,2010-10-10
2734,83712,469.0,10/10/10,0,2010-10-10
2735,83906,149.0,10/09/10,0,2010-10-09
2736,84080,65.0,10/08/10,0,2010-10-08
2737,84081,65.0,10/08/10,0,2010-10-08
2738,84082,315.0,10/08/10,0,2010-10-08
2739,84083,57.0,10/08/10,0,2010-10-08
2740,84084,66.0,10/08/10,0,2010-10-08
2741,84085,65.0,10/08/10,0,2010-10-08
2742,84086,532.0,10/08/10,0,2010-10-08
2743,84280,270.0,10/07/10,0,2010-10-07
2744,84281,78.0,10/07/10,0,2010-10-07
2745,84282,572.0,10/07/10,0,2010-10-07
2746,84283,65.0,10/07/10,0,2010-10-07
2747,84284,12.0,10/07/10,0,2010-10-07
2748,84285,341.0,10/07/10,0,2010-10-07
2749,84286,294.0,10/07/10,0,2010-10-07
2750,84287,270.0,10/07/10,0,2010-10-07
2751,84288,416.0,10/07/10,0,2010-10-07
2752,84289,572.0,10/07/10,0,2010-10-07
2753,84290,341.0,10/07/10,0,2010-10-07
2754,84291,270.0,10/07/10,0,2010-10-07
2755,84477,67.0,10/06/10,0,2010-10-06
2756,84478,243.0,10/06/10,0,2010-10-06
2757,84479,40.0,10/06/10,0,2010-10-06
2758,84480,68.0,10/06/10,0,2010-10-06
2759,84481,445.0,10/06/10,0,2010-10-06
2760,84482,315.0,10/06/10,0,2010-10-06
2761,84483,92.0,10/06/10,0,2010-10-06
2762,84484,545.0,10/06/10,0,2010-10-06
2763,84485,418.0,10/06/10,1,2010-10-06
2764,84486,67.0,10/06/10,0,2010-10-06
2765,84487,243.0,10/06/10,0,2010-10-06
2766,84488,68.0,10/06/10,0,2010-10-06
2767,84489,78.0,10/06/10,0,2010-10-06
2768,84490,40.0,10/06/10,0,2010-10-06
2769,84491,418.0,10/06/10,1,2010-10-06
2770,84660,149.0,10/05/10,0,2010-10-05
2771,84661,70.0,10/05/10,0,2010-10-05
2772,84662,58.0,10/05/10,1,2010-10-05
2773,84663,584.0,10/05/10,0,2010-10-05
2774,84664,149.0,10/05/10,0,2010-10-05
2775,84665,65.0,10/05/10,0,2010-10-05
2776,84666,65.0,10/05/10,0,2010-10-05
2777,84870,65.0,10/04/10,0,2010-10-04
2778,84871,530.0,10/04/10,1,2010-10-04
2779,84872,370.0,10/04/10,0,2010-10-04
2780,84873,96.0,10/04/10,0,2010-10-04
2781,84874,175.0,10/04/10,0,2010-10-04
2782,84875,366.0,10/04/10,0,2010-10-04
2783,84876,370.0,10/04/10,0,2010-10-04
2784,84877,530.0,10/04/10,1,2010-10-04
2785,84878,150.0,10/04/10,0,2010-10-04
2786,85046,561.0,10/03/10,0,2010-10-03
2787,85047,396.0,10/03/10,1,2010-10-03
2788,85048,66.0,10/03/10,0,2010-10-03
2789,85049,572.0,10/03/10,0,2010-10-03
2790,85050,396.0,10/03/10,1,2010-10-03
2791,85051,66.0,10/03/10,0,2010-10-03
2792,85052,12.0,10/03/10,0,2010-10-03
2793,85053,396.0,10/03/10,1,2010-10-03
2794,85054,541.0,10/03/10,0,2010-10-03
2795,85055,561.0,10/03/10,0,2010-10-03
2796,85056,12.0,10/03/10,0,2010-10-03
2797,85057,572.0,10/03/10,0,2010-10-03
2798,85235,150.0,10/02/10,0,2010-10-02
2799,85236,469.0,10/02/10,0,2010-10-02
2800,85237,528.0,10/02/10,0,2010-10-02
2801,85238,469.0,10/02/10,0,2010-10-02
2802,85239,271.0,10/02/10,0,2010-10-02
2803,85435,290.0,10/01/10,0,2010-10-01
2804,85436,291.0,10/01/10,0,2010-10-01
2805,85437,568.0,10/01/10,4,2010-10-01
2806,85438,90.0,10/01/10,0,2010-10-01
2807,85648,66.0,09/30/10,0,2010-09-30
2808,85649,296.0,09/30/10,0,2010-09-30
2809,85650,138.0,09/30/10,0,2010-09-30
2810,85651,78.0,09/30/10,0,2010-09-30
2811,85652,296.0,09/30/10,0,2010-09-30
2812,85804,79.0,09/29/10,0,2010-09-29
2813,85805,79.0,09/29/10,0,2010-09-29
2814,85994,371.0,09/28/10,0,2010-09-28
2815,85995,465.0,09/28/10,0,2010-09-28
2816,85996,371.0,09/28/10,0,2010-09-28
2817,85997,198.0,09/28/10,0,2010-09-28
2818,85998,120.0,09/28/10,0,2010-09-28
2819,86201,108.0,09/27/10,0,2010-09-27
2820,86202,108.0,09/27/10,0,2010-09-27
2821,86203,108.0,09/27/10,0,2010-09-27
2822,86204,528.0,09/27/10,0,2010-09-27
2823,86205,108.0,09/27/10,0,2010-09-27
2824,86361,51.0,09/26/10,0,2010-09-26
2825,86362,20.0,09/26/10,0,2010-09-26
2826,86363,202.0,09/26/10,0,2010-09-26
2827,86364,528.0,09/26/10,0,2010-09-26
2828,86451,63.0,09/26/10,0,2010-09-26
2829,86528,557.0,09/25/10,0,2010-09-25
2830,86529,337.0,09/25/10,0,2010-09-25
2831,86530,91.0,09/25/10,0,2010-09-25
2832,86531,66.0,09/25/10,0,2010-09-25
2833,86532,369.0,09/25/10,0,2010-09-25
2834,86533,315.0,09/25/10,0,2010-09-25
2835,86534,557.0,09/25/10,0,2010-09-25
2836,86752,78.0,09/24/10,0,2010-09-24
2837,86753,387.0,09/24/10,0,2010-09-24
2838,86754,387.0,09/24/10,0,2010-09-24
2839,86755,526.0,09/24/10,0,2010-09-24
2840,86756,318.0,09/24/10,0,2010-09-24
2841,86757,133.0,09/24/10,0,2010-09-24
2842,86758,318.0,09/24/10,0,2010-09-24
2843,86965,568.0,09/23/10,0,2010-09-23
2844,86966,571.0,09/23/10,0,2010-09-23
2845,86967,495.0,09/23/10,0,2010-09-23
2846,86968,418.0,09/23/10,0,2010-09-23
2847,87196,420.0,09/22/10,0,2010-09-22
2848,87197,577.0,09/22/10,0,2010-09-22
2849,87198,577.0,09/22/10,0,2010-09-22
2850,87199,391.0,09/22/10,0,2010-09-22
2851,87392,559.0,09/21/10,0,2010-09-21
2852,87393,559.0,09/21/10,0,2010-09-21
2853,87394,64.0,09/21/10,0,2010-09-21
2854,87598,81.0,09/20/10,0,2010-09-20
2855,87599,510.0,09/20/10,0,2010-09-20
2856,87600,561.0,09/20/10,0,2010-09-20
2857,87601,51.0,09/20/10,0,2010-09-20
2858,87602,561.0,09/20/10,0,2010-09-20
2859,87603,561.0,09/20/10,0,2010-09-20
2860,87604,109.0,09/20/10,0,2010-09-20
2861,87605,561.0,09/20/10,0,2010-09-20
2862,87606,561.0,09/20/10,0,2010-09-20
2863,87770,47.0,09/19/10,0,2010-09-19
2864,87771,339.0,09/19/10,0,2010-09-19
2865,87772,20.0,09/19/10,0,2010-09-19
2866,87773,528.0,09/19/10,0,2010-09-19
2867,87774,55.0,09/19/10,0,2010-09-19
2868,87985,43.0,09/18/10,0,2010-09-18
2869,87986,82.0,09/18/10,0,2010-09-18
2870,88254,546.0,09/17/10,0,2010-09-17
2871,88255,243.0,09/17/10,0,2010-09-17
2872,88256,315.0,09/17/10,0,2010-09-17
2873,88257,131.0,09/17/10,1,2010-09-17
2874,88258,419.0,09/17/10,0,2010-09-17
2875,88454,572.0,09/16/10,0,2010-09-16
2876,88455,494.0,09/16/10,0,2010-09-16
2877,88456,78.0,09/16/10,0,2010-09-16
2878,88457,420.0,09/16/10,0,2010-09-16
2879,88458,510.0,09/16/10,0,2010-09-16
2880,88459,397.0,09/16/10,0,2010-09-16
2881,88460,420.0,09/16/10,0,2010-09-16
2882,88461,510.0,09/16/10,0,2010-09-16
2883,88462,294.0,09/16/10,0,2010-09-16
2884,88649,65.0,09/15/10,0,2010-09-15
2885,88650,40.0,09/15/10,0,2010-09-15
2886,88651,110.0,09/15/10,0,2010-09-15
2887,88652,59.0,09/15/10,0,2010-09-15
2888,88653,64.0,09/15/10,1,2010-09-15
2889,88846,77.0,09/14/10,0,2010-09-14
2890,88866,67.0,09/14/10,0,2010-09-14
2891,88867,392.0,09/14/10,0,2010-09-14
2892,88868,67.0,09/14/10,0,2010-09-14
2893,89059,66.0,09/13/10,0,2010-09-13
2894,89060,446.0,09/13/10,0,2010-09-13
2895,89061,515.0,09/13/10,0,2010-09-13
2896,89062,66.0,09/13/10,0,2010-09-13
2897,89063,365.0,09/13/10,1,2010-09-13
2898,89195,446.0,09/13/10,0,2010-09-13
2899,89251,528.0,09/12/10,0,2010-09-12
2900,89252,528.0,09/12/10,0,2010-09-12
2901,89425,68.0,09/11/10,0,2010-09-11
2902,89426,398.0,09/11/10,0,2010-09-11
2903,89427,364.0,09/11/10,0,2010-09-11
2904,89428,571.0,09/11/10,0,2010-09-11
2905,89429,510.0,09/11/10,0,2010-09-11
2906,89596,337.0,09/10/10,0,2010-09-10
2907,89597,527.0,09/10/10,0,2010-09-10
2908,89598,67.0,09/10/10,0,2010-09-10
2909,89599,337.0,09/10/10,0,2010-09-10
2910,89600,337.0,09/10/10,0,2010-09-10
2911,89601,529.0,09/10/10,0,2010-09-10
2912,89602,526.0,09/10/10,0,2010-09-10
2913,89603,54.0,09/10/10,0,2010-09-10
2914,89604,512.0,09/10/10,0,2010-09-10
2915,89729,269.0,09/10/10,24,2010-09-10
2916,89784,81.0,09/09/10,0,2010-09-09
2917,89785,68.0,09/09/10,0,2010-09-09
2918,89786,488.0,09/09/10,0,2010-09-09
2919,89787,488.0,09/09/10,0,2010-09-09
2920,89788,152.0,09/09/10,0,2010-09-09
2921,89789,81.0,09/09/10,0,2010-09-09
2922,89790,267.0,09/09/10,0,2010-09-09
2923,89791,511.0,09/09/10,0,2010-09-09
2924,89792,469.0,09/09/10,0,2010-09-09
2925,89793,469.0,09/09/10,0,2010-09-09
2926,89928,225.0,09/09/10,0,2010-09-09
2927,89939,469.0,09/08/10,0,2010-09-08
2928,89940,67.0,09/08/10,0,2010-09-08
2929,89941,63.0,09/08/10,0,2010-09-08
2930,89942,116.0,09/08/10,0,2010-09-08
2931,89943,419.0,09/08/10,0,2010-09-08
2932,89944,509.0,09/08/10,0,2010-09-08
2933,89945,568.0,09/08/10,1,2010-09-08
2934,89946,469.0,09/08/10,0,2010-09-08
2935,89947,245.0,09/08/10,0,2010-09-08
2936,89948,67.0,09/08/10,0,2010-09-08
2937,89949,198.0,09/08/10,0,2010-09-08
2938,89950,63.0,09/08/10,0,2010-09-08
2939,89951,421.0,09/08/10,0,2010-09-08
2940,89952,245.0,09/08/10,0,2010-09-08
2941,89953,198.0,09/08/10,0,2010-09-08
2942,90120,98.0,09/08/10,1,2010-09-08
2943,90122,98.0,09/08/10,1,2010-09-08
2944,90134,469.0,09/07/10,0,2010-09-07
2945,90135,572.0,09/07/10,1,2010-09-07
2946,90136,78.0,09/07/10,0,2010-09-07
2947,90137,271.0,09/07/10,0,2010-09-07
2948,90138,512.0,09/07/10,0,2010-09-07
2949,90139,106.0,09/07/10,0,2010-09-07
2950,90140,132.0,09/07/10,0,2010-09-07
2951,90231,318.0,09/07/10,0,2010-09-07
2952,90312,68.0,09/06/10,0,2010-09-06
2953,90313,446.0,09/06/10,0,2010-09-06
2954,90314,64.0,09/06/10,0,2010-09-06
2955,90330,446.0,09/06/10,0,2010-09-06
2956,90331,446.0,09/06/10,0,2010-09-06
2957,90503,464.0,09/05/10,0,2010-09-05
2958,90504,30.0,09/05/10,0,2010-09-05
2959,90505,418.0,09/05/10,0,2010-09-05
2960,90506,246.0,09/05/10,0,2010-09-05
2961,90507,80.0,09/05/10,0,2010-09-05
2962,90508,418.0,09/05/10,0,2010-09-05
2963,90509,464.0,09/05/10,0,2010-09-05
2964,90510,66.0,09/05/10,0,2010-09-05
2965,90511,97.0,09/05/10,0,2010-09-05
2966,90512,89.0,09/05/10,0,2010-09-05
2967,90513,97.0,09/05/10,0,2010-09-05
2968,90710,470.0,09/04/10,0,2010-09-04
2969,90711,445.0,09/04/10,0,2010-09-04
2970,90712,363.0,09/04/10,1,2010-09-04
2971,90713,363.0,09/04/10,0,2010-09-04
2972,90714,445.0,09/04/10,0,2010-09-04
2973,90715,363.0,09/04/10,1,2010-09-04
2974,90716,66.0,09/04/10,0,2010-09-04
2975,90717,445.0,09/04/10,0,2010-09-04
2976,90793,12.0,09/04/10,0,2010-09-04
2977,90918,338.0,09/03/10,0,2010-09-03
2978,90919,557.0,09/03/10,0,2010-09-03
2979,90920,557.0,09/03/10,0,2010-09-03
2980,90921,131.0,09/03/10,0,2010-09-03
2981,90922,338.0,09/03/10,0,2010-09-03
2982,90923,63.0,09/03/10,0,2010-09-03
2983,91135,79.0,09/02/10,0,2010-09-02
2984,91136,79.0,09/02/10,0,2010-09-02
2985,91137,78.0,09/02/10,0,2010-09-02
2986,91138,472.0,09/02/10,0,2010-09-02
2987,91218,542.0,09/02/10,1,2010-09-02
2988,91297,557.0,09/02/10,0,2010-09-02
2989,91338,514.0,09/01/10,0,2010-09-01
2990,91339,64.0,09/01/10,0,2010-09-01
2991,91340,196.0,09/01/10,0,2010-09-01
2992,91341,220.0,09/01/10,0,2010-09-01
2993,91342,318.0,09/01/10,0,2010-09-01
2994,91343,465.0,09/01/10,1,2010-09-01
2995,91344,196.0,09/01/10,0,2010-09-01
2996,91345,64.0,09/01/10,0,2010-09-01
2997,91346,318.0,09/01/10,0,2010-09-01
2998,91457,391.0,09/01/10,0,2010-09-01
2999,91594,67.0,08/31/10,0,2010-08-31
3000,91595,176.0,08/31/10,0,2010-08-31
3001,91734,93.0,08/30/10,0,2010-08-30
3002,91735,42.0,08/30/10,0,2010-08-30
3003,91736,174.0,08/30/10,0,2010-08-30
3004,91737,201.0,08/30/10,0,2010-08-30
3005,91738,527.0,08/30/10,0,2010-08-30
3006,91739,78.0,08/30/10,0,2010-08-30
3007,91740,93.0,08/30/10,0,2010-08-30
3008,91741,297.0,08/30/10,0,2010-08-30
3009,91818,200.0,08/30/10,0,2010-08-30
3010,91819,200.0,08/30/10,0,2010-08-30
3011,91956,584.0,08/29/10,0,2010-08-29
3012,91957,493.0,08/29/10,0,2010-08-29
3013,91958,297.0,08/29/10,0,2010-08-29
3014,91959,573.0,08/29/10,0,2010-08-29
3015,91960,573.0,08/29/10,0,2010-08-29
3016,91961,108.0,08/29/10,0,2010-08-29
3017,91962,512.0,08/29/10,0,2010-08-29
3018,92169,472.0,08/28/10,0,2010-08-28
3019,92170,316.0,08/28/10,0,2010-08-28
3020,92171,218.0,08/28/10,0,2010-08-28
3021,92172,97.0,08/28/10,0,2010-08-28
3022,92173,97.0,08/28/10,0,2010-08-28
3023,92174,218.0,08/28/10,0,2010-08-28
3024,92340,445.0,08/27/10,0,2010-08-27
3025,92341,515.0,08/27/10,0,2010-08-27
3026,92342,445.0,08/27/10,0,2010-08-27
3027,92343,515.0,08/27/10,0,2010-08-27
3028,92344,515.0,08/27/10,0,2010-08-27
3029,92345,290.0,08/27/10,0,2010-08-27
3030,92539,22.0,08/26/10,0,2010-08-26
3031,92540,67.0,08/26/10,0,2010-08-26
3032,92541,132.0,08/26/10,0,2010-08-26
3033,92542,29.0,08/26/10,0,2010-08-26
3034,92543,132.0,08/26/10,0,2010-08-26
3035,92544,572.0,08/26/10,1,2010-08-26
3036,92545,67.0,08/26/10,0,2010-08-26
3037,92760,270.0,08/25/10,0,2010-08-25
3038,92761,469.0,08/25/10,0,2010-08-25
3039,92762,559.0,08/25/10,0,2010-08-25
3040,92763,559.0,08/25/10,0,2010-08-25
3041,92764,78.0,08/25/10,0,2010-08-25
3042,92964,415.0,08/24/10,0,2010-08-24
3043,92965,219.0,08/24/10,0,2010-08-24
3044,92966,415.0,08/24/10,0,2010-08-24
3045,92967,219.0,08/24/10,0,2010-08-24
3046,92987,367.0,08/24/10,0,2010-08-24
3047,92988,200.0,08/24/10,0,2010-08-24
3048,92989,370.0,08/24/10,0,2010-08-24
3049,93148,511.0,08/23/10,0,2010-08-23
3050,93149,443.0,08/23/10,0,2010-08-23
3051,93150,527.0,08/23/10,0,2010-08-23
3052,93151,79.0,08/23/10,0,2010-08-23
3053,93152,387.0,08/23/10,0,2010-08-23
3054,93153,492.0,08/23/10,0,2010-08-23
3055,93154,443.0,08/23/10,0,2010-08-23
3056,93155,46.0,08/23/10,0,2010-08-23
3057,93344,174.0,08/22/10,0,2010-08-22
3058,93345,530.0,08/22/10,0,2010-08-22
3059,93346,469.0,08/22/10,0,2010-08-22
3060,93347,243.0,08/22/10,0,2010-08-22
3061,93348,174.0,08/22/10,0,2010-08-22
3062,93518,492.0,08/21/10,0,2010-08-21
3063,93519,511.0,08/21/10,0,2010-08-21
3064,93520,315.0,08/21/10,0,2010-08-21
3065,93521,63.0,08/21/10,0,2010-08-21
3066,93522,511.0,08/21/10,0,2010-08-21
3067,93523,511.0,08/21/10,0,2010-08-21
3068,93780,447.0,08/20/10,0,2010-08-20
3069,93781,364.0,08/20/10,0,2010-08-20
3070,93782,407.0,08/20/10,0,2010-08-20
3071,93783,198.0,08/20/10,0,2010-08-20
3072,93784,200.0,08/20/10,0,2010-08-20
3073,93785,583.0,08/20/10,0,2010-08-20
3074,93786,198.0,08/20/10,0,2010-08-20
3075,93787,583.0,08/20/10,0,2010-08-20
3076,93788,200.0,08/20/10,0,2010-08-20
3077,93789,200.0,08/20/10,0,2010-08-20
3078,93894,491.0,08/20/10,0,2010-08-20
3079,93895,248.0,08/20/10,0,2010-08-20
3080,94005,198.0,08/19/10,0,2010-08-19
3081,94006,424.0,08/19/10,0,2010-08-19
3082,94007,131.0,08/19/10,0,2010-08-19
3083,94008,528.0,08/19/10,0,2010-08-19
3084,94226,122.0,08/18/10,0,2010-08-18
3085,94227,52.0,08/18/10,0,2010-08-18
3086,94228,52.0,08/18/10,1,2010-08-18
3087,94229,532.0,08/18/10,0,2010-08-18
3088,94230,393.0,08/18/10,0,2010-08-18
3089,94231,532.0,08/18/10,0,2010-08-18
3090,94232,446.0,08/18/10,0,2010-08-18
3091,94233,515.0,08/18/10,0,2010-08-18
3092,94234,468.0,08/18/10,0,2010-08-18
3093,94235,122.0,08/18/10,0,2010-08-18
3094,94236,79.0,08/18/10,0,2010-08-18
3095,94237,30.0,08/18/10,0,2010-08-18
3096,94238,393.0,08/18/10,0,2010-08-18
3097,94239,515.0,08/18/10,0,2010-08-18
3098,94240,52.0,08/18/10,1,2010-08-18
3099,94405,393.0,08/18/10,0,2010-08-18
3100,94406,393.0,08/18/10,0,2010-08-18
3101,94407,393.0,08/18/10,0,2010-08-18
3102,94428,90.0,08/18/10,1,2010-08-18
3103,94439,245.0,08/17/10,0,2010-08-17
3104,94440,357.0,08/17/10,0,2010-08-17
3105,94441,42.0,08/17/10,0,2010-08-17
3106,94442,357.0,08/17/10,0,2010-08-17
3107,94454,489.0,08/17/10,0,2010-08-17
3108,94457,544.0,08/17/10,0,2010-08-17
3109,94458,544.0,08/17/10,0,2010-08-17
3110,94459,292.0,08/17/10,0,2010-08-17
3111,94460,291.0,08/17/10,0,2010-08-17
3112,94461,418.0,08/17/10,0,2010-08-17
3113,94462,418.0,08/17/10,0,2010-08-17
3114,94463,55.0,08/17/10,0,2010-08-17
3115,94464,489.0,08/17/10,0,2010-08-17
3116,94465,291.0,08/17/10,0,2010-08-17
3117,94466,544.0,08/17/10,0,2010-08-17
3118,94467,447.0,08/17/10,0,2010-08-17
3119,94651,393.0,08/16/10,0,2010-08-16
3120,94652,512.0,08/16/10,1,2010-08-16
3121,94653,526.0,08/16/10,0,2010-08-16
3122,94654,541.0,08/16/10,0,2010-08-16
3123,94655,152.0,08/16/10,0,2010-08-16
3124,94656,137.0,08/16/10,0,2010-08-16
3125,94879,418.0,08/15/10,0,2010-08-15
3126,94880,321.0,08/15/10,0,2010-08-15
3127,94881,469.0,08/15/10,0,2010-08-15
3128,94882,469.0,08/15/10,0,2010-08-15
3129,94883,418.0,08/15/10,0,2010-08-15
3130,94884,77.0,08/15/10,0,2010-08-15
3131,94885,419.0,08/15/10,0,2010-08-15
3132,94886,451.0,08/15/10,0,2010-08-15
3133,94887,451.0,08/15/10,0,2010-08-15
3134,94888,77.0,08/15/10,0,2010-08-15
3135,95105,40.0,08/14/10,0,2010-08-14
3136,95108,66.0,08/14/10,0,2010-08-14
3137,95109,338.0,08/14/10,0,2010-08-14
3138,95110,398.0,08/14/10,0,2010-08-14
3139,95111,243.0,08/14/10,0,2010-08-14
3140,95112,40.0,08/14/10,0,2010-08-14
3141,95113,529.0,08/14/10,0,2010-08-14
3142,95114,77.0,08/14/10,0,2010-08-14
3143,95115,40.0,08/14/10,0,2010-08-14
3144,95116,529.0,08/14/10,0,2010-08-14
3145,95117,529.0,08/14/10,0,2010-08-14
3146,95118,66.0,08/14/10,0,2010-08-14
3147,95119,338.0,08/14/10,0,2010-08-14
3148,95120,40.0,08/14/10,0,2010-08-14
3149,95121,243.0,08/14/10,0,2010-08-14
3150,95303,29.0,08/13/10,0,2010-08-13
3151,95304,315.0,08/13/10,0,2010-08-13
3152,95305,514.0,08/13/10,0,2010-08-13
3153,95306,131.0,08/13/10,0,2010-08-13
3154,95307,469.0,08/13/10,0,2010-08-13
3155,95308,179.0,08/13/10,1,2010-08-13
3156,95309,315.0,08/13/10,0,2010-08-13
3157,95310,179.0,08/13/10,1,2010-08-13
3158,95535,79.0,08/12/10,0,2010-08-12
3159,95536,20.0,08/12/10,0,2010-08-12
3160,95537,472.0,08/12/10,0,2010-08-12
3161,95538,513.0,08/12/10,0,2010-08-12
3162,95539,20.0,08/12/10,0,2010-08-12
3163,95704,560.0,08/11/10,0,2010-08-11
3164,95705,174.0,08/11/10,0,2010-08-11
3165,95706,365.0,08/11/10,0,2010-08-11
3166,95707,51.0,08/11/10,0,2010-08-11
3167,95708,393.0,08/11/10,0,2010-08-11
3168,95710,586.0,08/11/10,0,2010-08-11
3169,95711,492.0,08/11/10,0,2010-08-11
3170,95712,365.0,08/11/10,0,2010-08-11
3171,95713,174.0,08/11/10,0,2010-08-11
3172,95714,586.0,08/11/10,0,2010-08-11
3173,95909,371.0,08/10/10,0,2010-08-10
3174,95910,393.0,08/10/10,0,2010-08-10
3175,95911,295.0,08/10/10,0,2010-08-10
3176,95912,491.0,08/10/10,0,2010-08-10
3177,95913,89.0,08/10/10,0,2010-08-10
3178,96087,83.0,08/09/10,0,2010-08-09
3179,96088,91.0,08/09/10,0,2010-08-09
3180,96286,424.0,08/08/10,0,2010-08-08
3181,96291,447.0,08/08/10,0,2010-08-08
3182,96292,470.0,08/08/10,0,2010-08-08
3183,96293,473.0,08/08/10,0,2010-08-08
3184,96294,447.0,08/08/10,0,2010-08-08
3185,96295,174.0,08/08/10,0,2010-08-08
3186,96296,447.0,08/08/10,0,2010-08-08
3187,96297,90.0,08/08/10,0,2010-08-08
3188,96298,174.0,08/08/10,0,2010-08-08
3189,96299,447.0,08/08/10,0,2010-08-08
3190,96483,65.0,08/07/10,0,2010-08-07
3191,96484,392.0,08/07/10,0,2010-08-07
3192,96485,528.0,08/07/10,0,2010-08-07
3193,96486,340.0,08/07/10,0,2010-08-07
3194,96487,65.0,08/07/10,0,2010-08-07
3195,96488,392.0,08/07/10,0,2010-08-07
3196,96489,391.0,08/07/10,0,2010-08-07
3197,96490,392.0,08/07/10,0,2010-08-07
3198,96491,392.0,08/07/10,0,2010-08-07
3199,96688,90.0,08/06/10,0,2010-08-06
3200,96689,67.0,08/06/10,0,2010-08-06
3201,96690,67.0,08/06/10,1,2010-08-06
3202,96691,174.0,08/06/10,0,2010-08-06
3203,96692,515.0,08/06/10,0,2010-08-06
3204,96693,492.0,08/06/10,0,2010-08-06
3205,96694,416.0,08/06/10,0,2010-08-06
3206,96695,292.0,08/06/10,0,2010-08-06
3207,96696,392.0,08/06/10,0,2010-08-06
3208,96697,150.0,08/06/10,0,2010-08-06
3209,96942,67.0,08/05/10,0,2010-08-05
3210,96943,418.0,08/05/10,0,2010-08-05
3211,96944,371.0,08/05/10,0,2010-08-05
3212,96945,371.0,08/05/10,0,2010-08-05
3213,96946,52.0,08/05/10,0,2010-08-05
3214,96947,29.0,08/05/10,0,2010-08-05
3215,96948,80.0,08/05/10,0,2010-08-05
3216,96949,132.0,08/05/10,0,2010-08-05
3217,96950,371.0,08/05/10,0,2010-08-05
3218,97088,199.0,08/05/10,0,2010-08-05
3219,97132,62.0,08/04/10,0,2010-08-04
