bin,2010-12-28,2010-12-29,2010-12-30,2010-12-31,2011-01-01,2011-01-02,2011-01-03,2011-01-04,2011-01-05,2011-01-06,2011-01-07,2011-01-08,2011-01-09,2011-01-10,2011-01-11,2011-01-12,2011-01-13,2011-01-14,2011-01-15,2011-01-16,2011-01-17,2011-01-18,2011-01-19,2011-01-20,2011-01-21,2011-01-22,2011-01-23,2011-01-24,2011-01-25,2011-01-26,2011-01-27,2011-01-28,2011-01-29,2011-01-30
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,0.06111872370632977,0.06111650388365374,0.061115584542484426,0.06111587168675241,0.061114608653736836,0.06111401478506247,0.061113023571762876,0.06111241441139966,0.06111205315324157,0.061111888832737424,0.061111408883598,0.06111118363003333,0.061110975036697775,0.06111079412141862,0.06111078768216265,0.06111065380526668,0.06111054130260571,0.0611105482943231,0.061110195262253766,0.061110101250906976,0.06666980505585324,0.06666868549459984,0.06666830268232353,0.0666680654658011,0.0666675976366232,0.06666728796236118,0.06666694308826818,0.07222681278054027,0.07222556701425893,0.07222497158202609,0.07222473759912815,0.07222378515348171,0.07222316982309362,0.07222261372096038
338,0.06111308079581984,0.06111225768417067,0.061111817206101905,0.06111154672559113,0.061111084126215305,0.0611107099517847,0.06111049633160078,0.061110280288365196,0.061110063519173814,0.06110981406533568,0.061110025366850174,0.061109578116226866,0.06110959430268547,0.0611094596635345,0.06110959174811921,0.05555380710642281,0.0555537670417723,0.05555398512700514,0.05555344829558117,0.055553459910981866,0.05555349757179769,0.055553845203806886,0.055553729072448245,0.05555346942904769,0.055553543611117334,0.055553432270052695,0.055553448440826346,0.05555351913508794,0.05555360662997885,0.06111404431048285,0.06111354075754735,0.06111267898226869,0.061111889142002364,0.061111276428696404
339,0.005555555555644617,0.005555555555927168,0.005555555555865066,0.005555555555728657,0.005555555555669421,0.005555555555641688,0.005555555555653399,0.005555555555606095,0.005555555555603288,0.005555555555675543,0.005555555555632784,0.005555555555620157,0.005555555555614092,0.005555555555610708,0.005555555555757524,0.0055555555557056865,0.005555555555670789,0.005555555555642,0.005555555555568816,0.005555555555558561,0.0055555555555583626,0.005555555555558087,0.005555555555557783,0.00555555555555686,0.0055555555555562635,0.011115397573345656,0.011115208175437154,0.011114207816831954,0.011113515770505481,0.011113237298461188,0.01111327676425334,0.011112671442947598,0.011112308460153137,0.011111862600317999
340,0.016665385295457642,0.016665505378801942,0.01666549042805467,0.01666514882091326,0.016665246964844845,0.016665152763566022,0.016665363165330956,0.016665410936436694,0.01666536455290311,0.0111090498432398,0.011109587082632195,0.01110914054940099,0.011109286647897062,0.011109225001137134,0.01110946791441287,0.011109480944741268,0.01110949080922111,0.01110972457506324,0.011109229687688571,0.011109221092495444,0.011109279319622902,0.011109615331000721,0.011109526373717558,0.011109294864360145,0.011109354430181951,0.01110926912650509,0.011109157755848469,0.011109267033313861,0.011109354096953745,0.011109209363110844,0.01110879690260157,0.011108960201395113,0.011109091862248375,0.011109537091280026
341,0.0166666775482711,0.01666668020105288,0.016666678010257164,0.01666667665347661,0.016666673870666338,0.016666672615166796,0.016666671435469602,0.016666669828881254,0.016666669336324644,0.016666669896542034,0.016666668479980544,0.016666668265365402,0.01666666776421696,0.01666666742614582,0.0166666672418064,0.022225488595812685,0.022225020873234056,0.02222431876590115,0.022224703040511388,0.022224300238950532,0.022223908027692606,0.022223401728911688,0.02222327459714631,0.02222322000899508,0.0222230103913915,0.022222917594457436,0.022222717618217473,0.022222633585006327,0.02222254551980203,0.02222249500065107,0.022222520264175434,0.022222405226534774,0.022222368285767947,0.022222315524480743
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,0.011110755222386429,0.011110736328034703,0.011110733229205683,0.011110649509465588,0.011110684792065523,0.011110662884047514,0.011110711156000591,0.011110739445608303,0.011110723388792241,0.011110647739181316,0.011110768602862614,0.011110681361218852,0.011110708931592047,0.011110693126908086,0.01111069301181314,0.01111070120062148,0.011110706945604946,0.011110762212086438,0.011110708167513268,0.011110748702925497,0.011110755859384794,0.005555555555555557,0.005555555555555557,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,0.011111111111111604,0.011111111111114806,0.011111111111114153,0.01111111111111246,0.011111111111111948,0.011111111111111708,0.011111111111111897,0.011111111111111462,0.011111111111111452,0.011111111111112277,0.011111111111111871,0.011111111111111698,0.011111111111111668,0.011111111111111646,0.011111111111114277,0.011111111111113368,0.011111111111112789,0.011111111111112371,0.011111111111111219,0.011111111111111129,0.011111111111111127,0.011111111111111127,0.011111111111111125,0.011111111111111118,0.011111111111111115,0.011111111111111115,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.005559073287000131,0.00555813142985347,0.005557779452666225,0.005558036017888707,0.005557501934986713,0.005557306914977877,0.0055568330090466096,0.005556573640341714,0.00555645063811135,0.0055564469447455436,0.005556106284235157,0.005556140915425105,0.0055560196183838464,0.005555967348108363,0.005555917974292926,0.005555860521407726,0.0055558128795646445,0.005555748392365294,0.005555726837097396,0.005555674972186221,0.005555654378524763,0.005555627214949767,0.005555619374502836,0.005555612112034151,0.005555597938382955,0.0055555935347064425,0.005555572437470979,0.005555571864097274,0.005555568629511882,0.005555565791615757,0.005555568087228195,0.005555561507292995,0.0055555606208296995,0.005555558888336395
363,0.02222222273710917,0.02222222308017677,0.02222222293391044,0.02222222277553474,0.022222222605988988,0.022222222526843003,0.022222222482343915,0.02222222237972284,0.022222222353832838,0.022222222401826197,0.022222222319625954,0.022222222301518206,0.02222222227250282,0.022222222250247066,0.02222222222433929,0.02222222219005632,0.02222222216253611,0.022222222140957267,0.022222222172424522,0.022222222194325823,0.022222222189912766,0.02222222218568514,0.02222222218082701,0.022222222182986587,0.02222222218970349,0.022222222184993173,0.022222222214937203,0.022222222210045342,0.02222222220962182,0.022222222211844927,0.022222222202635426,0.022222222215164702,0.022222222213838672,0.02222222221498866
364,0.011111043174767361,0.011111026709636814,0.011111026446685827,0.011111013819490843,0.011111022502069606,0.011111019384621822,0.011111025978780576,0.011111035078819814,0.011111031268172564,0.011111006950769133,0.011111034138966426,0.011111017393196348,0.011111022459248488,0.01111101848463756,0.011111004732243624,0.01111100804110642,0.01111101029990017,0.011111023318985613,0.011111024816890224,0.011111041623291957,0.011111042217962514,0.011111050951780176,0.011111047251874763,0.011111043109918643,0.011111049109854654,0.0111110448858777,0.011111069539600027,0.011111064607963442,0.011111065847184905,0.01111106615052092,0.011111048760650409,0.011111067696119815,0.011111067410933187,0.011111076028267811
365,0.022222212441111496,0.022222207146638848,0.022222207183686414,0.02222220624875737,0.022222207925741037,0.022222207712028832,0.022222208037034064,0.022222210189984878,0.022222209473039968,0.022222203553677624,0.022222208426948813,0.02778192705641972,0.02778101154434852,0.027780624194756524,0.02777987324663828,0.027779566242829613,0.02777930248354346,0.027778918041455332,0.02777903808384424,0.0555768891191417,0.05557263497944159,0.05556729178349849,0.055565909906273483,0.05556539698410857,0.05556328792651463,0.05556220957390058,0.05556070471443051,0.05555953696551812,0.055558528502864274,0.05555794915118425,0.05555794860487598,0.05555688601396727,0.05555645133333923,0.0555559948542325
366,0.02778781485874159,0.027785027449862432,0.02778396564028762,0.027784599382334595,0.027783038253725904,0.027782416062624944,0.027781077217007857,0.027780321279922218,0.02777993293886778,0.02777986016523004,0.027778992450082387,0.02777897192362537,0.027778648451905995,0.027778473381506102,0.027778380094164418,0.02777821284524717,0.02777807367656859,0.027777948101673472,0.027777757261008798,0.027777612261599152,0.027777565334729994,0.02777757408441151,0.02777752556888316,0.0277774431039919,0.027777420313428884,0.027777382523955126,0.027777319005542467,0.02777733663221714,0.027777348957403872,0.0277773066989965,0.027777195819843635,0.02777723798351737,0.027777265389254048,0.027777375175016578
367,0.005555555555556415,0.0055555555555612465,0.005555555555560251,0.005555555555557742,0.005555555555556928,0.005555555555556547,0.005555555555556822,0.005555555555556139,0.005555555555556117,0.00555555555555736,0.005555555555556729,0.005555555555556477,0.0055555555555564205,0.005555555555556384,0.005555555555559983,0.00555555555555874,0.005555555555557939,0.005555555555557344,0.0055555555555557275,0.005555555555555584,0.0055555555555555835,0.005555555555555583,0.005555555555555579,0.005555555555555568,0.005555555555555562,0.005555555555555562,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,0.016669548788813108,0.016668973053970207,0.01666865425293414,0.016668806837635566,0.01666833097964044,0.01666815101993164,0.01666777411369433,0.01666752994834542,0.016667428427526852,0.016667461979977108,0.016667159063162455,0.016667183669736012,0.016667079340865178,0.01666703397995432,0.016667014326319944,0.0166669573677182,0.027784359647136988,0.02778268973233795,0.02778365382819605,0.027782734035707635,0.027781776059692332,0.027780553102018685,0.027780238211638785,0.02778010457409051,0.027779606447398394,0.0277793720925113,0.027778947363909588,0.03333862980617541,0.03333737935921445,0.03333685799196466,0.03333682337314978,0.03333581128019396,0.03333515678572195,0.03333441798849518
370,0.01666666392330341,0.016666661838990446,0.016666661874771366,0.01666666182385669,0.016666662383264277,0.016666662374979116,0.01666666233864364,0.01666666311131443,0.016666662880505983,0.01666666072442658,0.016666662277526237,0.016666661650810072,0.016666661813087534,0.01666666153812591,0.01666665878374077,0.016666659216452377,0.016666659501924586,0.01666666031037332,0.016666662220463344,0.01666666383171743,0.016666663787808508,0.01666666396826598,0.01666666379651801,0.016666663838552562,0.01666666424381981,0.01666666402776369,0.016666665714267857,0.016666665392311725,0.016666665397988167,0.016666665515712595,0.01666666483449229,0.016666665726112945,0.016666665647633545,0.016666665822724375
371,0.03333178191206279,0.03333192190111573,0.03889126936431015,0.03889141673139044,0.03889065231840116,0.038890245734527706,0.03888964132180318,0.038889286375238814,0.038889028792161606,0.038888837491799194,0.03888867393962383,0.03888841754369118,0.03888832053704561,0.0388881887589444,0.05000597274432986,0.05000496264815989,0.050004088201521336,0.050002939942057976,0.050003211891216585,0.05000243861256095,0.05000178533417254,0.050001108325147384,0.05000082225764124,0.050000569107428366,0.05000023789823032,0.0500000183242693,0.04999962591303601,0.04999954092482444,0.049999443882130935,0.04999927393475496,0.049999043727934636,0.04999898395158004,0.04999899528063579,0.04999917952459559
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,0.016666652282049433,0.016666645194055734,0.016666645249176496,0.016666643669806788,0.016666646044378057,0.016666645684050414,0.016666646322294615,0.016666649280694196,0.01666664827476715,0.016666640219824922,0.016666647128417755,0.016666643659172836,0.01666664464174738,0.01666664351801864,0.016666635670553823,0.016666637026291085,0.016666637933715617,0.016666641399439266,0.016666645903727743,0.01666665188056583,0.016666651821056457,0.01666665321074247,0.016666652368016354,0.016666652049969432,0.01666665376954662,0.016666652748699128,0.01666666013788431,0.016666658641420265,0.016666658762037236,0.01666665918086418,0.016666655503865074,0.016666660046064583,0.016666659739387857,0.016666661013573073
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,0.005555555594035598,0.005555555643344742,0.005555555629590966,0.005555555608166308,0.0055555555923466815,0.005555555585113126,0.005555555584348394,0.00555555557284272,0.005555555571481968,0.00555555558459102,0.005555555573980427,0.005555555572303359,0.005555555570043619,0.005555555568924951,0.005555555585410283,0.005555555578723321,0.005555555573931862,0.005555555569335889,0.005555555559443214,0.0055555555568566825,0.005555555556720963,0.005555555556529809,0.0055555555564164,0.005555555556137704,0.005555555555908824,0.0055555555558921485,0.005555555555578282,0.00555555555559572,0.005555555555590381,0.005555555555575767,0.005555555555594471,0.0055555555555621815,0.005555555555562831,0.0055555555555609325
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,0.01666658560089616,0.016666564973181426,0.01666656469132026,0.016666549935140593,0.016666560440738994,0.016666556802355098,0.01666656446293972,0.016666575601705483,0.016666571001312497,0.01666654118114993,0.016666573937320708,0.016666553985223743,0.016666560002746963,0.016666555181934054,0.01666653731627573,0.016666541461097983,0.0166665442844256,0.016666560013847,0.01666656302900206,0.01666658373079795,0.01666658439245969,0.016666594693364272,0.016666590262840633,0.016666585467182506,0.0166665927419159,0.0166665876694052,0.016666617590142097,0.016666611613883546,0.016666613060123642,0.016666613499878472,0.016666592762203787,0.01666661545376192,0.016666615063978603,0.01666662522053061
392,0.04999705991206933,0.049997499611953725,0.04999745855259425,0.04999663647025896,0.04999683404257219,0.0499966016045986,0.0499971156485242,0.04999717781348492,0.049997079635682944,0.049996878956558646,0.04999769133894612,0.049996989260458424,0.04999721996707526,0.04999712953259097,0.049997587536235504,0.04999759883120069,0.049997607913451765,0.04999795704725838,0.055557048893893436,0.05555640970879749,0.055555820455730404,0.05555544321703273,0.05555510420486857,0.05555468058856979,0.05555439843937916,0.0555541190320162,0.0555534674348265,0.05555352874172749,0.05555350498175183,0.05555316513741475,0.0555526406913981,0.05555254918290674,0.05555271430026932,0.05555331208651227
393,0.04999593232554188,0.04999602698126597,0.04999569263816912,0.04999409440767102,0.04999419637633705,0.04999356680361128,0.049994326304604035,0.049994355729784196,0.04999403755510946,0.04999341097649458,0.04999505039828474,0.049993509980017885,0.04999393472836701,0.04999368034577971,0.04999448487839408,0.04999448943462289,0.04999448972690602,0.04999526319860935,0.049993525145159486,0.0499934637946322,0.04999365305569126,0.049994809813639775,0.049994492522710945,0.04999367778205757,0.04999387732063168,0.049993575274244396,0.04999315810032891,0.049993549130783695,0.049993852764098595,0.04999334035731021,0.04999190152170801,0.04999245396094985,0.04999292019525813,0.04999448232907324
394,0.011111064091767391,0.011111050510559774,0.01111105039095314,0.011111042276046128,0.00555555555555557,0.005555555555555565,0.00555555555555557,0.005555555555555562,0.005555555555555561,0.005555555555555579,0.005555555555555571,0.005555555555555567,0.005555555555555567,0.005555555555555566,0.00555555555555564,0.005555555555555614,0.005555555555555598,0.005555555555555588,0.0055555555555555575,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
395,0.011111138927141499,0.011111146430832823,0.011111141259961706,0.011111138141752725,0.011111131170593801,0.011111128196526522,0.011111125448006088,0.011111121072411459,0.011111120069610828,0.011111123068589532,0.01111111859506803,0.01111111848526241,0.011111117209611271,0.01111111662628207,0.011111118731154683,0.01111111727653276,0.011111116159862511,0.011111114895841831,0.011111113039933314,0.011111112053575832,0.011111111921519074,0.011111111740679937,0.011111111669660171,0.011111111545337943,0.011111111404902065,0.011111111382317317,0.011111111159499035,0.011111111173742229,0.011111111163264381,0.01111111114643163,0.011111111164957348,0.01111111112667042,0.011111111126092435,0.01111111112153905
396,0.01666666666991781,0.016666666677246374,0.01666666667552368,0.016666666672133554,0.016666666670354536,0.016666666669526358,0.01666666666971596,0.016666666668342385,0.016666666668233215,0.016666666670116667,0.016666666668874272,0.016666666668577603,0.016666666668365467,0.016666666668253588,0.01666666667140715,0.016666666670253433,0.016666666669457188,0.016666666668759707,0.016666666667079288,0.01666666666677646,0.01666666666676747,0.016666666666754766,0.01666666666674432,0.016666666666714926,0.016666666666694082,0.016666666666693294,0.016666666666667666,0.016666666666668797,0.016666666666668557,0.016666666666667666,0.016666666666668883,0.01666666666666694,0.016666666666666993,0.016666666666666916
