Name,AVERAGE SIX-YEAR GRADUATION RATE,AVERAGE FIRST-YEAR STUDENT RETENTION RATE,PELL GRANT GRADUATION RATES,PELL GRANT GRADUATION RATE PERFORMANCE,GRADUATION RATE PERFORMANCE,PEER ASSESSMENT SURVEY,CLASS SIZE INDEX,FACULTY COMPENSATION,PERCENT FACULTY WITH TERMINAL DEGREE IN THEIR FIELD,PERCENT FACULTY THAT IS FULL TIME,STUDENT-FACULTY RATIO,MATH AND EVIDENCE-BASED READING AND WRITING,HIGH SCHOOL CLASS STANDING IN TOP 10%,FINANCIAL RESOURCES PER STUDENT,AVERAGE ALUMNI GIVING RATE,GRADUATE INDEBTEDNESS TOTAL,GRADUATE INDEBTEDNESS PROPORTION WITH DEBT,DIVERSITY SCORE,TUITION AND FEES
East Carolina University,64.75,82.25,57.708659655403885,82.56106486140334,53.929121725731875,25.0,31.514762516046222,24.01225264256975,59.641255605381176,90.13657056145675,43.66197183098592,26.356589147286797,12.121212121212121,3.6924367926172303,3.0364372469635614,60.578702951969596,31.818181818181813,25.60222958304483,
Elon University,83.75,90.0,64.83553367643768,54.98541600304796,44.47302511338253,40.625,63.73555840821567,24.2110998668279,71.9730941704036,86.49468892261001,64.7887323943662,49.61240310077517,24.242424242424242,7.806335506479933,46.35627530364371,67.42766213100379,70.45454545454545,8.983225745971282,43.20675840445916
Emory University,90.25,94.0,80.46542850749606,62.36562815100919,34.410602185538266,78.125,63.2862644415918,54.562730386912015,89.68609865470854,93.47496206373293,78.87323943661971,84.49612403100775,82.82828282828284,40.624153370878176,32.186234817813755,69.2137823531322,69.31818181818181,57.821733357355306,14.042849677756479
Florida A&M University,52.0,82.25,44.282837323786076,83.92071065187017,75.35245503159942,25.0,46.598202824133494,23.389765788827553,40.58295964125561,89.37784522003034,61.267605633802816,27.90697674418604,17.171717171717173,5.503315317194921,9.311740890688258,47.858279479102386,13.63636363636364,96.73569470901496,
Florida Atlantic University,52.0,81.75,43.4549116133363,93.67547952306893,40.007922360863546,25.0,6.354300385109122,30.96570925904266,63.004484304932745,75.26555386949923,29.5774647887324,35.65891472868216,14.141414141414142,3.7498621187528416,7.085020242914979,68.53180917741045,53.4090909090909,55.336085540793725,
Florida Institute of Technology,59.75,80.5,40.59073618259118,64.80710379772236,28.743315508021396,28.125,68.10012836970476,26.14518844273765,75.78475336322872,70.56145675265554,58.45070422535211,49.61240310077517,25.252525252525253,6.618330752723664,12.75303643724696,53.463449485272626,55.68181818181817,38.35396266096879,35.33182372408987
Florida International University,61.0,89.75,59.25262922353992,85.76982892690512,71.53667642013923,31.25,33.37612323491657,36.63096665720856,68.60986547085203,71.47192716236722,29.5774647887324,42.63565891472868,27.272727272727273,2.8221691432384333,8.097165991902832,74.16620660539732,59.090909090909086,90.06670884058772,
Florida State University,82.5,93.75,79.97314835533675,75.63199463300091,58.3840011720753,50.0,69.96148908857509,38.100979631773946,89.01345291479818,90.13657056145675,36.267605633802816,58.13953488372093,45.45454545454546,5.386417735626831,31.983805668016192,72.16250446530054,56.81818181818181,32.69247144144407,
Fordham University,82.0,90.25,87.91675990154394,91.52966007553874,40.86617812108011,50.0,64.50577663671373,50.03468162201866,87.44394618834083,57.66312594840668,63.732394366197184,63.5658914728682,43.43434343434344,10.023703306755039,27.7327935222672,58.43860617672848,43.18181818181817,36.96757946221743,13.50635777739069
Gannon University,67.75,83.25,52.673976281047196,60.471747019180924,53.38827036030506,9.375,69.38382541720155,18.34593373842705,43.497757847533634,72.07890743550834,66.54929577464789,29.457364341085253,30.303030303030305,4.134549906524202,10.526315789473681,44.88357743643035,23.86363636363636,17.214868750435386,50.52081518899146
George Fox University,68.75,83.0,62.74334302976056,89.68828183109068,43.85026737967917,12.5,58.92169448010268,16.9828613194776,70.17937219730943,49.01365705614568,54.225352112676056,34.10852713178292,31.313131313131315,4.834066249389537,11.538461538461537,55.34699444678986,30.681818181818187,20.66938904408987,43.56383905242989
George Mason University,71.0,86.75,72.81270977847393,99.99999999999997,50.072921730675745,46.875,33.183568677792046,34.179218645693155,74.88789237668162,61.30500758725341,50.70422535211267,44.9612403100775,15.151515151515152,5.09091966233039,2.631578947368421,62.140746273503716,42.04545454545454,58.09600899017697,
George Washington University,82.5,91.0,83.84426046095322,79.51884938575233,37.43315508021391,59.375,46.34146341463416,50.83283043459091,84.97757847533633,59.939301972685904,64.7887323943662,69.76744186046511,49.494949494949495,15.61672311230842,10.526315789473681,59.643425453836905,57.954545454545446,43.33989595960052,6.375195958892164
Georgetown University,94.5,95.75,91.40747370776458,72.44796664570995,34.53654188948306,78.125,72.78562259306803,66.8468527804273,53.363228699551584,68.4370257966616,71.83098591549296,86.04651162790697,82.82828282828284,22.611278092668787,48.380566801619416,86.103984671841,67.04545454545453,43.78089227974233,6.2236544156070295
Georgia Institute of Technology,88.0,97.0,80.91295591855001,63.0606304012214,35.905271199388864,81.25,23.81258023106547,49.541856489032945,72.6457399103139,91.80576631259484,47.183098591549296,83.72093023255812,87.87878787878789,15.276600508514388,29.554655870445337,62.309615821777676,67.04545454545453,49.09805689118123,
Gonzaga University,86.5,93.5,94.62967106735286,91.91467552665065,51.33689839572193,46.875,45.37869062901156,26.537466742153725,76.00896860986548,71.92716236722305,71.83098591549296,53.48837209302323,38.38383838383839,8.6313271378,19.635627530364367,58.93222485629851,44.31818181818181,20.317252578639923,26.232363699703882
Hampton University,58.75,73.75,42.604609532333846,62.94226283048212,39.78972174385933,21.875,69.57637997432607,17.78810000452745,65.47085201793722,89.6813353566009,57.74647887323944,24.806201550387584,12.121212121212121,8.781092415294314,50.80971659919027,56.81810801156107,14.772727272727266,98.95486634880692,59.646403065668004
Harding University,68.75,85.0,56.030431863951655,61.54007818082468,41.405653170359045,6.25,73.29910141206675,15.766972875757439,40.80717488789237,88.1638846737481,61.267605633802816,41.08527131782944,31.313131313131315,3.757210622374868,16.194331983805668,42.103724872535956,32.95454545454545,8.822774898299897,71.52064100330952
Harvard University,97.25,91.75,65.9319758335198,27.15507664963343,43.34964159745138,100.0,90.43645699614889,92.14808966200314,79.8206278026906,91.9575113808801,92.95774647887323,94.5736434108527,93.93939393939395,70.73255879924643,53.03643724696355,86.64631572110545,100.0,62.04407961497005,13.835568716251515
Hofstra University,64.0,82.0,42.604609532333846,51.17098161192936,25.683512841756425,37.5,54.107830551989736,42.483404588362056,82.28699551569507,50.83459787556905,64.7887323943662,51.93798449612402,31.313131313131315,9.095356408024465,21.052631578947363,57.39291397395511,38.63636363636363,37.76682853449135,21.19839749172617
Howard University,63.5,89.25,50.99574848959498,65.62760610363557,41.91823356908745,53.125,54.0436456996149,29.868121953508705,82.9596412556054,87.86039453717754,68.30985915492957,44.18604651162789,26.262626262626263,18.51843586125341,22.469635627530362,53.736238755561324,28.409090909090907,99.14236695277006,60.292631945654065
Husson University,55.75,74.75,32.53524278362048,32.74297254009889,50.549894057108276,3.125,78.62644415917845,15.424496486982996,11.21076233183858,40.66767830045524,68.30985915492957,21.70542635658913,13.131313131313131,1.1285269649328837,4.8582995951417,44.14639690838826,10.22727272727272,5.336412154896962,75.0740289148232
Illinois Institute of Technology,71.5,89.5,69.45625419556947,93.41195783653012,39.39142878662349,37.5,47.36842105263158,43.58430971722813,63.004484304932745,73.14112291350531,75.35211267605634,59.68992248062014,40.40404040404041,8.327207142653648,8.502024291497975,48.865001786120224,48.86363636363636,55.7466772201377,22.452534401672168
Immaculata University,67.0,80.5,64.42157082121278,86.63833702056817,69.1434468524252,6.25,97.62516046213094,0.0,57.39910313901346,31.71471927162367,75.35211267605634,26.589147286821685,13.131313131313131,4.614561038162644,11.943319838056679,53.77520865131685,6.818181818181813,21.329390711048575,62.32363699703885
Indiana State University,40.5,66.0,5.683598120384865,8.780954659648302,22.320390606835616,25.0,50.962772785622604,21.31226034959687,54.7085201793722,82.39757207890744,47.183098591549296,17.05426356589146,10.101010101010102,1.8698187839991842,8.704453441295545,55.48663657324716,26.13636363636364,21.14507667488293,
Indiana University of Pennsylvania,55.5,71.5,24.144103826359363,24.708089560344604,45.61182761874804,12.5,37.804878048780495,28.53959538255762,62.10762331838565,93.77845220030349,61.267605633802816,18.604651162790674,10.101010101010102,3.3814492574700727,6.275303643724694,38.78803624200305,13.63636363636364,14.483073644169323,
Indiana University--Bloomington,78.5,90.75,58.42470351309016,44.06990325220008,48.706460471166366,62.5,51.41206675224648,39.9754461324474,80.4932735426009,92.71623672230652,54.57746478873239,50.3875968992248,31.313131313131315,8.085264183799222,20.24291497975708,72.23394927418569,57.954545454545446,21.689141478232713,
Indiana University-Purdue University--Indianapolis,49.25,73.75,29.178787200716037,54.230443916946314,32.37724842002916,40.625,52.05391527599486,28.015468166349144,65.24663677130046,79.81790591805765,54.92957746478873,28.682170542635646,16.161616161616163,12.906980422322814,10.931174089068824,61.124281492547006,37.49999999999999,25.37606231391247,
Iowa State University of Science and Technology,74.25,88.0,57.708659655403885,54.390477329824165,45.26624990585222,46.875,31.643132220795902,32.63758610973513,85.20179372197312,91.65402124430955,47.183098591549296,38.75968992248062,13.131313131313131,7.091141084959873,20.647773279352222,59.520020783944396,42.04545454545454,12.639342698572122,
Johns Hopkins University,93.25,97.5,96.60997986126648,77.98068265531637,34.53654188948306,93.75,88.76765083440309,63.07149568611376,90.35874439461885,98.93778452200303,89.08450704225352,95.3488372093023,98.98989898989899,86.29750087687053,59.91902834008095,95.49248205761049,61.36363636363636,70.6474441342453,8.378331301167037
Kennesaw State University,44.5,79.25,22.465876034907133,62.05287713841369,2.1220609455903627,25.0,21.052631578947373,20.23329136517222,54.7085201793722,75.41729893778452,36.61971830985915,31.7829457364341,12.121212121212121,0.5322437977558181,1.0121457489878543,55.61653622576559,38.63636363636363,43.20749626744397,
Kent State University,60.0,81.0,40.92638174088162,45.004169765816926,46.85942173479563,31.25,59.88446726572529,25.882591613026463,54.03587443946189,70.56145675265554,40.14084507042253,31.7829457364341,16.161616161616163,2.4607294459221816,4.8582995951417,49.45604520507907,26.13636363636364,14.623651407902457,
Lamar University,32.0,65.5,0.0,17.06253829115414,3.3831714503983363,12.5,55.71245186136072,23.461301417189475,28.923766816143498,87.10166919575113,26.05633802816901,18.604651162790674,11.11111111111111,2.4405413567492635,0.6072874493927127,36.18354820900854,51.13636363636363,53.098712201020504,
Lehigh University,87.75,93.5,94.74155292011633,92.09434940383616,40.66658375823903,50.0,53.85109114249036,47.12563189846197,86.99551569506728,89.83308042488616,78.87323943661971,67.67441860465115,65.65656565656566,17.32967394380635,24.089068825910925,64.98554866365731,54.54545454545454,29.932049236128805,10.555652325378844
Liberty University,54.25,82.75,27.500559409263808,27.024763727718607,45.017015070491,0.0,46.66238767650835,18.219254108879802,43.497757847533634,78.90743550834597,50.70422535211267,36.43410852713177,37.37373737373738,0.0,0.809716599190283,85.24989445653233,43.18181818181817,35.7402717580231,67.27051036404808
Lincoln Memorial University,55.5,75.25,24.144103826359363,32.80196993260756,32.37724842002916,6.25,85.30166880616176,12.924674597811428,65.695067264574,83.76327769347495,64.7887323943662,31.007751937984494,22.222222222222225,4.618142109115412,5.870445344129553,70.53226382619425,11.36363636363636,3.1967378094106493,68.4898101376067
Lipscomb University,65.25,82.25,42.604609532333846,40.70762052877137,35.44690603514135,15.625,69.12708600770219,20.400540271981527,59.417040358744416,51.59332321699545,61.267605633802816,44.18604651162789,28.282828282828284,6.9997460433593295,22.267206477732792,60.27019127723833,47.72727272727272,17.730808088501362,48.38529872844452
Louisiana State University--Baton Rouge,65.75,84.0,43.812933542179444,40.610153603613185,39.44819034333102,37.5,31.83568677792041,31.962512743626114,68.38565022421527,93.01972685887708,33.098591549295776,44.18604651162789,23.232323232323232,6.0125148691593,21.255060728744937,63.93336147825804,55.68181818181817,23.293289940275272,
Louisiana Tech University,57.25,80.0,33.11702841799059,33.97011830427954,37.43315508021391,28.125,55.00641848523749,20.277371018013362,47.30941704035875,86.79817905918057,29.5774647887324,39.534883720930225,24.242424242424242,0.20090196706551655,15.991902834008094,57.34744909557367,51.13636363636363,17.13099354297036,
Loyola Marymount University,81.5,88.25,79.97314835533675,80.75974192258926,48.26724078060977,43.75,62.06675224646984,40.16537670650046,90.8071748878924,70.71320182094081,75.35211267605634,60.46511627906975,36.36363636363637,11.263152264570202,17.004048582995946,62.57915760075341,56.81818181818181,50.735452379799334,18.25291761017243
Loyola University Chicago,75.25,84.75,69.45625419556947,75.67492124257288,45.15745692216282,50.0,36.71373555840822,38.992911263086945,81.83856502242155,60.6980273141123,61.267605633802816,49.61240310077517,38.38383838383839,8.128728222987096,7.4898785425101195,57.51631864384762,34.09090909090909,38.51945535851539,27.925448528130985
Loyola University New Orleans,59.5,81.75,39.24815394942939,58.589449258189546,22.686760654675098,34.375,46.598202824133494,25.3902997016477,80.71748878923769,66.61608497723824,65.49295774647888,36.43410852713177,34.343434343434346,4.744928855352591,6.275303643724694,55.687981034650726,22.72727272727272,48.71351233326478,34.89287580560877
Marquette University,82.75,88.5,76.16916536137836,69.3074741560699,54.117647058823536,46.875,55.07060333761232,31.11624068102669,73.76681614349776,72.07890743550834,64.7887323943662,54.263565891472865,38.38383838383839,9.266402521085826,31.983805668016192,51.50845971487026,45.454545454545446,21.79893293422647,30.942344539278864
Mary Baldwin University,43.0,66.75,20.787648243454903,83.82935105330128,28.163992869875216,9.375,78.11296534017973,13.067928532308017,73.542600896861,62.67071320182095,71.83098591549296,18.604651162790674,9.090909090909092,3.9563460012278897,10.526315789473681,46.36118598382749,6.818181818181813,50.828764927922485,56.51454450444174
Maryville University of St. Louis,72.5,83.75,94.62967106735286,99.99999999999997,51.74583202264864,9.375,83.50449293966625,19.153231251348174,45.964125560538136,0.0,64.7887323943662,33.333333333333314,25.252525252525253,2.4921990838901493,7.894736842105262,51.790991459097846,35.22727272727272,26.827627924733918,63.3408813795506
Massachusetts Institute of Technology,94.75,98.75,76.07965987916756,45.51689130810436,41.91823356908745,100.0,81.64313222079588,83.57124480041045,80.4932735426009,89.6813353566009,100.0,98.44961240310076,100.0,91.02674386107736,56.88259109311739,78.35547039911668,85.22727272727272,70.85352416067232,13.328688381814999
Mercer University,67.25,87.0,71.1344819870217,90.38501954520612,39.36423054070113,25.0,64.50577663671373,21.344549880239903,84.30493273542602,63.88467374810319,61.267605633802816,54.263565891472865,38.38383838383839,6.3613439525599285,18.218623481781375,56.87656285519436,40.9090909090909,47.79151602753733,43.1701794112524
Miami University--Oxford,80.5,90.5,72.7232042962631,68.41549713629007,46.46155983054379,46.875,36.52118100128371,34.21424340569035,69.95515695067265,83.61153262518968,50.70422535211267,55.03875968992247,32.323232323232325,4.273016401058187,29.149797570850193,61.40356574546163,57.954545454545446,14.15828005604449,
Michigan State University,80.5,91.75,68.6730812262251,56.844448510352805,54.57475642810053,56.25,13.350449293966639,38.2912656868983,78.47533632286998,93.32321699544764,54.92957746478873,44.9612403100775,26.262626262626263,12.146142178772418,10.12145748987854,56.736920728737054,49.99999999999999,22.40679460991545,
Michigan Technological University,69.25,84.25,62.74334302976056,74.36005212054977,37.43315508021391,34.375,54.878048780487816,32.04397715579891,74.43946188340807,96.66160849772382,64.7887323943662,53.48837209302323,31.313131313131315,7.935343513921974,12.55060728744939,53.72649628162244,30.681818181818187,0.3754020352997287,
Misericordia University,71.75,82.5,72.81270977847393,90.5132192846034,49.70116388801509,9.375,69.51219512195122,18.727754969662406,59.641255605381176,58.42185128983309,75.70422535211267,33.72093023255812,18.181818181818183,5.149690079955872,18.421052631578945,46.05592180040917,15.909090909090907,2.5715255164174664,48.057829646403064
Mississippi College,58.75,78.0,34.21347057507271,26.51085361312508,33.34381881094683,9.375,78.36970474967906,17.882885082399774,55.15695067264575,65.09863429438542,57.74647887323944,44.9612403100775,34.343434343434346,1.9154101852762624,1.8218623481781369,56.45763647582242,46.590909090909086,18.998518757520472,75.29698658770249
Mississippi State University,60.25,81.25,30.857014992168267,17.649472956626937,33.21989953005996,31.25,54.0436456996149,25.84351831860613,54.48430493273544,91.04704097116843,54.225352112676056,38.75968992248062,28.282828282828284,5.921936060899633,36.63967611336031,66.36897996297859,43.18181818181817,16.78290680575921,
Missouri University of Science and Technology,65.0,82.75,44.282837323786076,49.17796045323263,26.005420848289504,34.375,52.824133504492956,30.31437412891708,90.13452914798204,86.49468892261001,47.53521126760564,61.70542635658913,41.41414141414142,5.388223960413167,17.61133603238866,57.69817815737343,39.77272727272726,7.580557584762914,
Montana State University,55.75,77.0,23.663011859476377,31.66882668049078,14.606113815946998,28.125,51.15532734274713,25.590001067924383,46.636771300448444,70.8649468892261,50.70422535211267,45.736434108527106,19.191919191919194,6.4691721740238135,13.360323886639675,54.58058649693111,49.99999999999999,3.377618693138359,
Montclair State University,67.75,81.0,61.06511523830833,83.05932015107751,91.34562916075521,21.875,30.80872913992297,37.81611586273552,86.54708520179373,44.76479514415781,47.183098591549296,24.806201550387584,10.101010101010102,2.921095807987615,3.643724696356275,52.041048290195825,26.13636363636364,54.63301152441434,
Morgan State University,41.5,73.0,22.465876034907133,50.77613779747057,47.13344111428927,21.875,45.635430038510925,29.79866490196646,62.33183856502244,84.37025796661607,57.74647887323944,13.178294573643399,7.070707070707071,5.167557106257132,27.125506072874487,42.80193550482252,32.95454545454545,98.23255345101953,
New Jersey Institute of Technology,66.5,88.25,59.3868874468561,70.75992245254477,55.373469035708155,37.5,42.041078305519896,53.28944656188829,84.30493273542602,64.49165402124433,57.74647887323944,59.68992248062014,35.35353535353536,10.837605476992785,16.396761133603235,61.53346539798006,45.454545454545446,61.608954474614585,
New Mexico State University,48.0,74.75,25.990154396956818,49.6014774494557,34.759358288770045,28.125,73.55584082156612,22.18925683867819,69.73094170403589,78.75569044006068,54.225352112676056,21.70542635658913,21.212121212121215,7.104067824426925,8.097165991902832,70.64592602214789,52.272727272727266,72.25130367095288,
New York University,85.5,92.75,80.91295591855001,69.88665818370328,47.606625798878326,71.875,74.5186136071887,70.85248261314925,90.35874439461885,57.511380880121386,82.3943661971831,84.49612403100775,81.81818181818183,25.504659428805127,16.599190283400805,68.52206670347155,67.04545454545453,73.97233342843056,12.245253440167204
North Carolina Agricultural and Technical State University,49.75,78.75,32.53524278362048,55.781954292643064,59.06120023767082,21.875,31.514762516046215,23.575420715550813,60.98654708520179,70.10622154779969,48.59154929577464,20.930232558139522,13.131313131313131,2.3987608647842453,18.421052631578945,41.90238041113239,7.954545454545453,94.72747045746287,
North Carolina State University,82.0,94.0,86.10427388677553,83.23266664255488,46.12299465240642,46.875,35.23748395378692,35.6158904581129,81.61434977578476,92.26100151745067,57.74647887323944,63.5658914728682,46.46464646464647,10.040212020012383,20.24291497975708,64.26785308349301,51.13636363636363,21.905293693076644,
Northeastern University,88.5,96.75,100.0,95.2566096423017,40.593096742829374,56.25,74.1976893453145,44.5840212344643,86.32286995515697,84.52200303490136,61.267605633802816,87.59689922480618,75.75757575757576,14.327261766490981,22.064777327935218,51.80073393303673,52.272727272727266,48.81512570626198,10.343145793415772
Northern Arizona University,55.25,75.75,35.89169836652494,57.231726283048204,35.03595795685044,28.125,14.826700898587944,22.739664967977326,59.19282511210763,78.90743550834597,33.098591549295776,34.883720930232556,21.212121212121215,2.7868312998824907,3.0364372469635614,67.98298314552008,44.31818181818181,37.482331282896716,
Northern Illinois University,47.0,74.0,15.752964869098228,18.217407625891553,29.254482541679778,25.0,52.11810012836972,27.398471520263683,44.61883408071749,83.91502276176024,54.225352112676056,17.05426356589146,13.131313131313131,5.923052273044303,5.06072874493927,41.717273406293636,21.590909090909093,45.094863023964926,
Northern Kentucky University,44.75,72.0,12.396509286193776,18.068712003393188,19.737481769567324,15.625,49.22978177150193,22.654497627978486,32.06278026905831,67.83004552352048,47.183098591549296,25.58139534883719,15.151515151515152,2.6295441338344085,4.453441295546558,54.13568018705549,36.36363636363635,8.884046483271504,
Northwestern University,94.5,97.5,85.1644663235623,60.9544077924204,37.43315508021391,84.375,94.67265725288833,69.48445320815003,99.99999999999999,93.17147192716234,89.43661971830986,89.92248062015503,94.94949494949496,68.44383295969264,58.09716599190282,81.8108011561069,73.86363636363636,52.72279119643529,4.434767462114607
Nova Southeastern University,55.25,79.75,54.64309688968449,96.83773976153446,33.08823529411765,12.5,76.4441591784339,28.760808290885024,63.677130044843054,61.00151745068285,50.70422535211267,34.883720930232556,27.272727272727273,9.548798572018363,5.06072874493927,64.14120092228754,51.13636363636363,69.83512872774608,50.44417348893921
Oakland University,53.5,77.0,32.53524278362048,49.4556765163297,28.163992869875216,15.625,40.43645699614893,26.230178042200833,80.71748878923769,64.18816388467374,43.66197183098592,28.682170542635646,19.191919191919194,2.5712768334568086,3.441295546558704,56.43165654531874,37.49999999999999,18.33050046315357,
Ohio State University--Columbus,85.0,94.25,82.6583128216603,72.68957066779771,42.39877769289535,68.75,21.501925545571247,42.962746126823895,93.72197309417042,86.19119878603945,43.66197183098592,63.5658914728682,54.54545454545455,12.593838175128234,25.708502024291494,63.686552138473026,53.4090909090909,24.95526930908882,
Ohio University,64.75,80.75,44.282837323786076,49.17796045323263,46.40331205796102,40.625,33.825417201540446,28.38600287357074,55.15695067264575,89.6813353566009,54.225352112676056,37.209302325581376,19.191919191919194,5.211627856277308,5.465587044534411,66.54434449387847,29.545454545454547,7.501742476291099,
Oklahoma State University,63.0,82.75,36.42873125978965,35.792368201591245,33.21989953005996,37.5,33.31193838254173,27.494569903204976,80.4932735426009,89.52959028831563,47.183098591549296,34.883720930232556,28.282828282828284,5.8916689583819695,16.194331983805668,64.0762510960283,51.13636363636363,22.601251763954764,
Old Dominion University,53.0,78.75,29.178787200716037,54.230443916946314,37.43315508021391,31.25,36.90629011553274,29.668045357212307,59.865470852017935,72.68588770864946,47.183098591549296,24.031007751937977,9.090909090909092,2.7081189346828562,5.465587044534411,46.02994186990549,43.18181818181817,49.84534194256039,
Oregon State University,67.0,84.75,50.99574848959498,54.515434926180774,45.989304812834234,43.75,26.765083440308086,36.527679657047656,62.5560538116592,86.64643399089528,47.183098591549296,44.18604651162789,27.272727272727273,9.379857129729633,5.870445344129553,62.31935829571656,46.590909090909086,29.113931478024796,
Our Lady of the Lake University,38.75,64.25,10.718281494741547,55.87543853303916,27.259684361549517,6.25,85.5584082156611,16.428997124207505,80.71748878923769,47.799696509863445,75.35211267605634,10.077519379844944,12.121212121212121,3.791462015123721,12.955465587044532,38.20024031435715,13.63636363636364,91.05437498456138,58.53335655809092
Pace University,56.25,77.5,39.24815394942939,61.746851954046036,35.11586452762924,28.125,63.92811296534019,38.85647565302737,65.695067264574,45.6752655538695,61.267605633802816,37.209302325581376,13.131313131313131,6.043660476731698,6.6801619433198365,48.50777774169453,32.95454545454545,43.49958273109058,25.60529524473087
Pepperdine University,85.75,89.25,96.3638397851868,92.09434940383616,51.16524724367861,56.25,80.6803594351733,43.76471636091262,66.14349775784756,58.2701062215478,64.7887323943662,61.24031007751938,48.484848484848484,17.13727850391666,15.384615384615383,55.46065664274348,54.54545454545454,45.769158055644716,6.667827904546243
Portland State University,48.5,72.75,25.822331617811578,71.53965785381027,26.737967914438514,28.125,42.10526315789474,29.650399671811968,62.780269058295985,67.52655538694992,47.183098591549296,28.682170542635646,15.151515151515152,3.368745948222162,0.0,65.95979605754553,44.31818181818181,41.90412355574795,
Princeton University,97.25,94.25,70.39606175878271,33.59253499222396,44.90828589500316,96.875,92.74711168164312,85.09704855422146,87.21973094170404,90.89529590288313,96.47887323943662,93.02325581395348,88.8888888888889,59.59152876078675,99.99999999999999,100.0,96.5909090909091,58.64991791364862,13.098763281658236
Purdue University--West Lafayette,81.0,92.5,71.72745580666816,61.922666422712155,46.3458110516934,65.625,42.61874197689345,40.73982918048331,96.86098654708518,94.08194233687405,63.38028169014084,62.01550387596899,47.474747474747474,10.910553497425411,30.566801619433196,71.79878543824896,61.36363636363636,28.173635155478365,
Quinnipiac University,74.25,86.25,71.1344819870217,78.71555608725126,45.15745692216282,31.25,55.58408215661104,33.277580406238826,77.57847533632288,52.95902883156297,57.74647887323944,40.31007751937983,17.171717171717173,6.542513931934496,3.8461538461538454,80.39814243496897,34.09090909090909,13.934880588841494,21.355164605469426
Regent University,59.75,77.5,40.92638174088162,56.21485823663119,61.49732620320856,3.125,87.22721437740691,20.491395309121152,77.35426008968612,8.042488619119887,43.66197183098592,26.356589147286797,14.141414141414142,1.337567972198916,0.0,44.83486506673594,36.36363636363635,43.05121954578503,77.87841839400801
Regis University,67.25,79.0,47.63929290669052,55.9542323928016,46.260928613869794,15.625,73.74839537869063,17.30173277767034,0.0,47.49620637329287,71.83098591549296,31.007751937984494,50.505050505050505,4.048787844823848,4.8582995951417,72.99061475010555,37.49999999999999,39.56615642965075,41.66521511931719
Rensselaer Polytechnic Institute,85.25,92.0,89.59498769299617,83.82935105330128,35.85318424890619,59.375,48.39537869062903,50.53878834178102,88.11659192825114,96.20637329286797,61.61971830985915,75.968992248062,54.54545454545455,14.63948200389975,18.0161943319838,50.91416880459844,38.63636363636363,49.94662407921999,8.7162515241247
Rice University,93.25,97.0,73.81964645334526,44.07792420397806,37.43315508021391,75.0,83.24775353016689,63.83184007420075,93.4977578475336,87.25341426403642,90.49295774647888,93.79844961240309,91.91919191919193,29.965708722697936,58.50202429149796,89.20858636703147,81.81818181818181,64.99395765393612,18.524647273994063
Robert Morris University,64.75,81.5,50.99574848959498,54.515434926180774,55.667572543175226,15.625,73.10654685494222,37.93170645775307,82.73542600896862,58.2701062215478,61.267605633802816,34.883720930232556,23.232323232323232,5.122504301736535,8.502024291497975,53.93433572565193,21.590909090909093,14.01896000827648,53.57951576380422
Rochester Institute of Technology,70.5,88.5,64.42157082121278,74.70191809227575,43.39190221543163,53.125,57.89473684210528,34.45078149798045,39.910313901345305,83.61153262518968,64.7887323943662,63.5658914728682,38.38383838383839,8.412202775543854,7.894736842105262,44.37372130029552,21.590909090909093,25.778873622264456,18.76676537188642
Russell Sage College,62.75,76.5,47.63929290669052,61.634342695087355,77.98573975044565,12.5,64.89088575096277,10.333449638181985,39.461883408071756,57.81487101669196,71.83098591549296,19.37984496124031,0.0,2.933019258215551,10.728744939271252,54.06748286948332,9.090909090909093,33.440204829571286,51.621668698832956
Rutgers University--Camden,61.5,85.5,47.63929290669052,50.58968377397616,68.91332862476037,31.25,38.189987163029535,41.550730876488444,97.75784753363227,61.15326251896814,57.74647887323944,25.58139534883719,17.171717171717173,8.585193464214544,5.263157894736841,52.53466696976586,21.590909090909093,51.28905208464271,
Rutgers University--New Brunswick,82.0,93.25,91.2732154844484,94.41954075564905,65.24064171122996,53.125,35.6867779204108,45.13886300268047,97.75784753363227,66.76783004552354,54.225352112676056,59.68992248062014,29.292929292929294,14.950965618174674,11.538461538461537,56.06793751826714,44.31818181818181,60.50757718450709,
Rutgers University--Newark,66.5,85.5,59.3868874468561,92.81304491257833,68.91332862476037,34.375,18.035943517329912,53.20421503780714,97.75784753363227,77.99696509863429,57.74647887323944,27.90697674418604,14.141414141414142,10.1280487782794,7.287449392712551,55.27230214659175,40.9090909090909,77.12164889481288,
SUNY College of Environmental Science and Forestry,76.75,78.25,87.91675990154394,99.99999999999997,49.18279731867142,28.125,67.65083440308089,25.8662937933548,61.43497757847534,88.77086494688922,61.267605633802816,47.28682170542635,30.303030303030305,12.797838263282731,26.11336032388663,75.31906602149839,36.36363636363635,11.619079928643899,
Sacred Heart University,72.0,84.25,61.06511523830833,71.1550586356185,52.1795495057527,18.75,43.32477535301668,24.914932639052473,54.93273542600899,44.30955993930197,61.267605633802816,44.9612403100775,8.080808080808081,5.781461158136696,18.421052631578945,57.15909459942194,29.545454545454547,15.754496626883821,31.87597979446089
